Número do Aluno,Sala,Data,Hora,IP
105384,C2.02,15/11/2024,15:57:00,192.168.197.185
103517,Auditório 4,30/10/2024,12:55:00,192.168.122.10
106608,Auditório 4,07/03/2025,18:34:00,192.168.54.39
102239,B2.01,24/06/2025,20:57:00,192.168.62.49
107099,B2.02,06/12/2024,08:19:00,192.168.20.60
105975,C2.01,06/05/2025,14:43:00,192.168.211.41
103718,D1.01,27/06/2025,13:57:00,192.168.36.116
101564,C2.01,25/09/2024,18:34:00,192.168.238.68
106651,C2.02,24/04/2025,19:50:00,192.168.42.23
107018,C2.01,27/05/2025,09:47:00,192.168.53.196
103774,D1.02,06/05/2025,09:47:00,192.168.129.17
100385,B2.01,27/11/2024,18:34:00,192.168.213.8
102136,D1.02,06/02/2025,09:47:00,192.168.88.155
103182,Auditório 1,06/02/2025,08:19:00,192.168.77.194
104684,D1.02,25/07/2024,12:55:00,192.168.251.41
109959,D1.01,12/08/2024,20:57:00,192.168.136.188
103766,Auditório 4,11/03/2025,18:34:00,192.168.41.80
101681,C2.01,09/10/2024,12:55:00,192.168.66.145
102172,D1.01,16/05/2025,12:55:00,192.168.118.165
101886,0S02,30/08/2024,14:43:00,192.168.133.73
102609,Auditório 1,07/05/2025,11:14:00,192.168.170.112
109532,D1.02,19/07/2024,19:50:00,192.168.76.118
109038,D1.01,16/08/2024,19:50:00,192.168.244.90
101270,C2.01,01/11/2024,15:57:00,192.168.17.75
100952,0S01,17/04/2025,13:57:00,192.168.40.57
106760,AA3.28,03/04/2025,14:43:00,192.168.187.166
101810,0S02,17/09/2024,14:43:00,192.168.56.96
102245,C2.01,20/03/2025,12:55:00,192.168.141.4
102239,B2.01,07/04/2025,15:57:00,192.168.170.62
100557,0S01,04/06/2025,18:34:00,192.168.212.195
101734,C2.01,28/10/2024,14:43:00,192.168.127.21
101651,Auditório 4,24/09/2024,12:55:00,192.168.200.209
100664,Auditório 1,12/06/2025,13:57:00,192.168.212.254
102694,0S02,07/03/2025,16:16:00,192.168.161.215
102141,C2.02,09/04/2025,15:57:00,192.168.57.22
102018,AA3.26,09/06/2025,20:57:00,192.168.114.245
108884,D1.02,03/02/2025,08:19:00,192.168.35.188
107212,B2.02,16/09/2024,13:57:00,192.168.134.85
105266,AA3.26,04/11/2024,10:33:00,192.168.231.215
107075,D1.01,08/04/2025,13:57:00,192.168.53.82
106651,Auditório 1,05/03/2025,12:55:00,192.168.42.23
107140,C2.01,21/08/2024,08:19:00,192.168.44.186
104191,Auditório 4,13/08/2024,19:50:00,192.168.102.245
100795,Auditório 4,03/02/2025,19:50:00,192.168.151.108
109702,D1.01,15/08/2024,10:33:00,192.168.23.135
100664,C2.01,12/12/2024,12:55:00,192.168.212.254
109049,AA3.28,30/09/2024,09:47:00,192.168.237.152
104715,B2.02,07/02/2025,17:50:00,192.168.123.193
106443,0S02,15/07/2024,19:50:00,192.168.225.237
102677,Auditório 4,09/12/2024,18:34:00,192.168.75.254
103718,C2.02,11/04/2025,18:34:00,192.168.36.116
105359,Auditório 1,13/08/2024,13:57:00,192.168.190.212
107650,Auditório 1,14/03/2025,18:34:00,192.168.94.14
106433,D1.02,15/05/2025,14:43:00,192.168.205.18
108750,B2.01,03/07/2024,12:55:00,192.168.66.146
100135,B2.01,06/02/2025,18:34:00,192.168.67.175
100897,D1.01,20/03/2025,12:55:00,192.168.158.206
103603,D1.01,17/02/2025,17:50:00,192.168.155.28
106257,B2.01,19/08/2024,09:47:00,192.168.235.105
109225,AA3.28,18/02/2025,11:14:00,192.168.93.188
104680,0S01,01/10/2024,12:55:00,192.168.183.135
101124,Auditório 4,17/03/2025,18:34:00,192.168.112.101
104684,D1.01,06/12/2024,08:19:00,192.168.251.41
102913,D1.02,06/11/2024,16:16:00,192.168.45.120
109615,D1.01,24/04/2025,15:57:00,192.168.235.81
108569,C2.01,23/07/2024,13:57:00,192.168.165.162
109957,D1.01,01/11/2024,13:57:00,192.168.188.39
102018,B2.02,29/08/2024,14:43:00,192.168.114.245
102806,D1.01,08/04/2025,20:57:00,192.168.135.166
102239,D1.01,24/07/2024,11:14:00,192.168.170.62
108500,C2.02,16/05/2025,19:50:00,192.168.178.97
101270,0S01,19/11/2024,14:43:00,192.168.17.75
108304,D1.02,16/09/2024,18:34:00,192.168.89.247
105334,AA3.28,20/08/2024,14:43:00,192.168.98.42
100323,B2.01,10/12/2024,15:57:00,192.168.60.32
109171,B2.01,07/03/2025,18:34:00,192.168.241.178
105131,AA3.28,20/11/2024,14:43:00,192.168.160.224
107805,AA3.26,05/06/2025,17:50:00,192.168.104.86
106997,AA3.26,20/11/2024,19:50:00,192.168.195.20
100513,B2.02,19/08/2024,08:19:00,192.168.125.62
109843,B2.02,18/11/2024,20:57:00,192.168.176.116
106462,C2.02,23/08/2024,13:57:00,192.168.14.240
108061,D1.01,24/06/2025,09:47:00,192.168.15.235
106997,D1.01,13/06/2025,08:19:00,192.168.195.20
100642,B2.01,16/06/2025,18:34:00,192.168.189.196
108534,0S01,11/06/2025,15:57:00,192.168.79.99
106404,B2.02,03/06/2025,11:14:00,192.168.122.93
109300,D1.01,23/07/2024,20:57:00,192.168.73.201
100112,D1.02,06/11/2024,18:34:00,192.168.109.16
103522,0S02,16/07/2024,16:16:00,192.168.162.146
109708,0S01,28/11/2024,09:47:00,192.168.254.180
101854,C2.02,02/07/2025,13:57:00,192.168.148.200
101132,Auditório 4,24/06/2025,17:50:00,192.168.144.234
108075,AA3.26,06/05/2025,14:43:00,192.168.215.22
103188,C2.01,28/04/2025,11:14:00,192.168.123.213
107266,B2.02,03/12/2024,15:57:00,192.168.153.149
104265,Auditório 4,23/08/2024,19:50:00,192.168.186.151
101810,0S02,29/11/2024,10:33:00,192.168.56.96
108696,AA3.28,19/03/2025,20:57:00,192.168.22.202
100963,Auditório 4,29/04/2025,15:57:00,192.168.214.101
101800,C2.02,12/07/2024,09:47:00,192.168.31.82
100804,0S01,17/02/2025,17:50:00,192.168.143.191
103517,Auditório 4,20/05/2025,17:50:00,192.168.122.10
106515,0S02,21/02/2025,09:47:00,192.168.77.220
103625,0S02,31/07/2024,09:47:00,192.168.240.49
103809,0S01,24/04/2025,09:47:00,192.168.176.1
104265,AA3.28,02/09/2024,17:50:00,192.168.186.151
102712,C2.02,06/02/2025,19:50:00,192.168.88.88
109171,C2.01,18/07/2024,09:47:00,192.168.241.178
107460,D1.02,06/02/2025,15:57:00,192.168.108.236
101655,Auditório 4,21/08/2024,19:50:00,192.168.171.245
108569,Auditório 4,04/04/2025,18:34:00,192.168.165.162
100642,C2.02,06/08/2024,15:57:00,192.168.240.83
102875,Auditório 4,19/08/2024,19:50:00,192.168.65.233
100733,Auditório 1,21/02/2025,14:43:00,192.168.180.137
101611,C2.02,10/03/2025,11:14:00,192.168.23.242
103022,Auditório 4,08/04/2025,16:16:00,192.168.212.149
101886,B2.02,07/02/2025,18:34:00,192.168.133.73
104874,D1.01,29/08/2024,12:55:00,192.168.157.119
104667,D1.02,06/09/2024,08:19:00,192.168.248.82
101383,Auditório 1,07/08/2024,16:16:00,192.168.165.191
103655,B2.02,15/04/2025,14:43:00,192.168.153.14
100674,C2.02,12/05/2025,16:16:00,192.168.116.159
100651,B2.01,19/08/2024,13:57:00,192.168.58.86
104344,D1.02,08/04/2025,09:47:00,192.168.155.38
105015,Auditório 4,26/03/2025,16:16:00,192.168.62.26
104892,Auditório 4,18/02/2025,17:50:00,192.168.150.222
108084,Auditório 1,11/12/2024,14:43:00,192.168.99.165
103031,0S01,28/11/2024,14:43:00,192.168.67.158
104557,C2.01,05/08/2024,17:50:00,192.168.240.232
104667,C2.01,05/11/2024,08:19:00,192.168.248.82
101854,B2.02,13/06/2025,16:16:00,192.168.148.200
100795,0S01,06/03/2025,17:50:00,192.168.151.108
107088,AA3.26,10/03/2025,19:50:00,192.168.81.226
107088,C2.02,04/09/2024,20:57:00,192.168.81.226
108688,Auditório 1,20/08/2024,08:19:00,192.168.45.89
105967,D1.02,08/11/2024,08:19:00,192.168.152.11
101854,AA3.26,22/08/2024,08:19:00,192.168.148.200
104074,AA3.26,18/11/2024,08:19:00,192.168.106.156
102700,Auditório 1,07/02/2025,08:19:00,192.168.30.45
105131,C2.01,08/11/2024,08:19:00,192.168.160.224
101707,AA3.28,10/09/2024,11:14:00,192.168.199.30
107138,Auditório 4,19/03/2025,19:50:00,192.168.5.215
102678,D1.02,07/05/2025,11:14:00,192.168.71.239
100919,D1.01,03/12/2024,16:16:00,192.168.12.172
107140,Auditório 1,18/09/2024,12:55:00,192.168.44.186
109466,0S01,12/12/2024,19:50:00,192.168.132.54
103627,AA3.28,04/04/2025,20:57:00,192.168.178.213
108061,B2.01,26/07/2024,09:47:00,192.168.15.235
103188,Auditório 4,19/09/2024,09:47:00,192.168.123.213
102625,D1.02,15/05/2025,17:50:00,192.168.138.162
103809,AA3.26,07/10/2024,09:47:00,192.168.176.1
102678,D1.01,23/05/2025,11:14:00,192.168.71.239
105795,AA3.26,13/09/2024,11:14:00,192.168.105.82
103049,B2.02,23/06/2025,09:47:00,192.168.223.185
101404,Auditório 4,24/07/2024,08:19:00,192.168.171.168
105427,D1.01,07/08/2024,10:33:00,192.168.136.168
101380,Auditório 1,08/11/2024,12:55:00,192.168.110.128
102136,0S02,16/09/2024,10:33:00,192.168.88.155
107653,Auditório 1,22/05/2025,11:14:00,192.168.176.189
103522,B2.01,29/05/2025,12:55:00,192.168.162.146
101886,B2.02,21/04/2025,15:57:00,192.168.133.73
100323,0S02,18/07/2024,11:14:00,192.168.60.32
106377,Auditório 4,10/12/2024,17:50:00,192.168.194.173
109708,B2.01,15/05/2025,08:19:00,192.168.254.180
102913,C2.01,15/04/2025,11:14:00,192.168.45.120
104500,AA3.26,19/11/2024,10:33:00,192.168.229.235
103022,B2.02,14/11/2024,17:50:00,192.168.212.149
108989,C2.02,12/07/2024,18:34:00,192.168.33.126
106475,AA3.26,20/09/2024,15:57:00,192.168.236.171
102473,B2.02,14/03/2025,20:57:00,192.168.74.168
106592,Auditório 4,03/07/2024,14:43:00,192.168.12.222
108599,Auditório 1,08/07/2024,10:33:00,192.168.249.111
107389,AA3.26,06/11/2024,13:57:00,192.168.201.247
108696,AA3.26,02/12/2024,10:33:00,192.168.22.202
106433,C2.02,02/07/2025,14:43:00,192.168.205.18
106377,D1.02,03/04/2025,10:33:00,192.168.194.173
100795,D1.01,08/10/2024,09:47:00,192.168.151.108
105890,B2.02,14/04/2025,12:55:00,192.168.242.124
100272,0S01,21/11/2024,19:50:00,192.168.109.21
102875,B2.01,15/04/2025,17:50:00,192.168.65.233
107714,Auditório 4,13/12/2024,20:57:00,192.168.248.179
107283,C2.01,13/11/2024,12:55:00,192.168.193.188
107756,C2.01,06/08/2024,13:57:00,192.168.214.127
107261,Auditório 1,25/07/2024,15:57:00,192.168.87.59
108670,C2.01,23/05/2025,18:34:00,192.168.124.148
100435,AA3.28,01/08/2024,17:50:00,192.168.212.40
104557,B2.02,10/09/2024,17:50:00,192.168.240.232
102136,AA3.26,13/12/2024,13:57:00,192.168.88.155
108084,B2.01,20/05/2025,16:16:00,192.168.120.21
103809,D1.01,24/04/2025,20:57:00,192.168.176.1
100509,D1.01,05/09/2024,20:57:00,192.168.190.246
104646,0S01,19/02/2025,19:50:00,192.168.64.156
100239,D1.01,23/09/2024,18:34:00,192.168.88.115
106787,D1.02,26/03/2025,13:57:00,192.168.85.123
104052,0S01,30/08/2024,19:50:00,192.168.119.233
102358,C2.02,14/02/2025,14:43:00,192.168.173.141
103411,0S01,20/03/2025,10:33:00,192.168.6.225
107524,B2.02,03/03/2025,14:43:00,192.168.74.251
107524,AA3.26,25/06/2025,13:57:00,192.168.74.251
109676,B2.01,04/02/2025,11:14:00,192.168.115.47
104287,0S01,31/10/2024,11:14:00,192.168.94.241
105015,0S01,13/09/2024,19:50:00,192.168.62.26
104099,0S02,06/08/2024,09:47:00,192.168.122.70
107018,0S01,05/09/2024,09:47:00,192.168.53.196
100897,AA3.26,24/10/2024,10:33:00,192.168.158.206
106345,B2.02,20/09/2024,08:19:00,192.168.184.228
100952,Auditório 1,19/03/2025,14:43:00,192.168.34.174
104078,Auditório 1,12/06/2025,19:50:00,192.168.67.57
103800,D1.02,20/09/2024,09:47:00,192.168.172.114
108345,D1.02,18/03/2025,19:50:00,192.168.135.77
109317,0S01,10/04/2025,20:57:00,192.168.228.167
102378,C2.01,04/04/2025,11:14:00,192.168.221.233
100897,Auditório 4,30/05/2025,08:19:00,192.168.158.206
102678,0S02,25/11/2024,19:50:00,192.168.71.239
107427,C2.02,26/02/2025,16:16:00,192.168.75.245
102239,B2.02,09/04/2025,14:43:00,192.168.62.49
101808,AA3.28,19/07/2024,20:57:00,192.168.158.68
107011,AA3.28,13/11/2024,11:14:00,192.168.35.53
108174,C2.01,28/11/2024,15:57:00,192.168.83.213
109236,B2.01,13/02/2025,15:57:00,192.168.107.155
102677,AA3.28,12/09/2024,11:14:00,192.168.75.254
100599,B2.02,15/08/2024,08:19:00,192.168.192.176
108174,B2.02,24/02/2025,12:55:00,192.168.83.213
104974,D1.01,29/05/2025,16:16:00,192.168.206.249
108817,B2.02,25/10/2024,15:57:00,192.168.41.173
101570,Auditório 4,02/07/2025,19:50:00,192.168.241.240
101767,D1.01,12/07/2024,18:34:00,192.168.43.166
100952,B2.01,20/08/2024,18:34:00,192.168.40.57
104667,Auditório 4,01/07/2025,13:57:00,192.168.248.82
100652,B2.02,12/11/2024,13:57:00,192.168.165.74
109294,0S01,12/02/2025,19:50:00,192.168.12.3
101890,Auditório 1,02/05/2025,12:55:00,192.168.25.55
102723,Auditório 4,22/08/2024,09:47:00,192.168.192.144
103517,AA3.28,29/08/2024,18:34:00,192.168.122.10
106957,C2.01,28/02/2025,19:50:00,192.168.167.104
102963,AA3.28,05/06/2025,18:34:00,192.168.233.106
100656,D1.01,13/09/2024,19:50:00,192.168.229.56
106608,0S01,02/07/2025,16:16:00,192.168.54.39
103476,Auditório 1,27/09/2024,17:50:00,192.168.97.191
108596,C2.02,07/10/2024,12:55:00,192.168.55.52
108959,C2.01,06/03/2025,19:50:00,192.168.70.71
108959,Auditório 4,10/09/2024,17:50:00,192.168.70.71
100513,Auditório 1,07/10/2024,13:57:00,192.168.125.62
105383,C2.02,12/11/2024,11:14:00,192.168.176.136
105391,C2.02,23/08/2024,10:33:00,192.168.204.92
101827,B2.01,10/04/2025,20:57:00,192.168.230.46
106143,B2.02,22/04/2025,20:57:00,192.168.175.194
101655,D1.02,24/02/2025,19:50:00,192.168.171.245
106377,0S01,29/05/2025,14:43:00,192.168.194.173
104074,C2.02,08/04/2025,15:57:00,192.168.106.156
102678,C2.01,03/10/2024,13:57:00,192.168.71.239
104840,C2.01,22/07/2024,17:50:00,192.168.253.75
109603,AA3.28,23/10/2024,08:19:00,192.168.82.91
102851,0S01,29/07/2024,15:57:00,192.168.116.59
102203,C2.02,16/07/2024,19:50:00,192.168.203.157
106939,D1.02,16/10/2024,11:14:00,192.168.148.42
100674,D1.01,30/09/2024,18:34:00,192.168.116.159
107261,C2.01,27/09/2024,14:43:00,192.168.87.59
108076,B2.01,15/10/2024,16:16:00,192.168.250.211
109839,AA3.26,05/12/2024,08:19:00,192.168.115.97
104974,B2.02,16/10/2024,09:47:00,192.168.206.249
102601,AA3.26,02/09/2024,18:34:00,192.168.63.199
102625,AA3.26,09/09/2024,16:16:00,192.168.138.162
108534,D1.01,10/09/2024,16:16:00,192.168.79.99
104994,Auditório 1,09/08/2024,20:57:00,192.168.142.190
104734,C2.01,07/11/2024,15:57:00,192.168.71.166
105886,AA3.28,30/07/2024,13:57:00,192.168.25.232
100357,AA3.26,29/04/2025,17:50:00,192.168.227.40
109762,Auditório 4,28/03/2025,09:47:00,192.168.231.3
106023,0S01,13/12/2024,13:57:00,192.168.44.225
106203,B2.01,08/10/2024,08:19:00,192.168.150.53
102102,Auditório 1,12/03/2025,13:57:00,192.168.227.88
104680,D1.02,09/06/2025,11:14:00,192.168.183.135
104445,AA3.26,07/08/2024,13:57:00,192.168.85.232
106514,AA3.26,06/05/2025,20:57:00,192.168.34.233
106900,Auditório 1,28/08/2024,15:57:00,192.168.29.190
107612,B2.02,01/11/2024,10:33:00,192.168.206.232
103934,Auditório 1,22/05/2025,10:33:00,192.168.221.104
103022,B2.01,01/04/2025,15:57:00,192.168.212.149
102385,B2.02,20/03/2025,12:55:00,192.168.168.183
108329,D1.01,16/10/2024,12:55:00,192.168.191.240
100835,D1.02,05/07/2024,14:43:00,192.168.71.166
101556,B2.02,22/08/2024,16:16:00,192.168.115.18
100288,D1.02,20/05/2025,13:57:00,192.168.51.44
100963,AA3.28,12/03/2025,10:33:00,192.168.214.101
107714,0S02,03/07/2024,18:34:00,192.168.248.179
105370,C2.01,31/10/2024,14:43:00,192.168.188.186
106345,0S02,13/11/2024,14:43:00,192.168.184.228
106738,C2.02,07/03/2025,11:14:00,192.168.5.57
106345,B2.02,02/07/2025,12:55:00,192.168.184.228
105886,AA3.28,28/02/2025,19:50:00,192.168.25.232
107805,C2.01,12/09/2024,14:43:00,192.168.104.86
104344,C2.01,07/11/2024,20:57:00,192.168.155.38
102385,B2.01,17/04/2025,13:57:00,192.168.168.183
105391,D1.02,05/03/2025,10:33:00,192.168.204.92
102568,D1.01,02/08/2024,17:50:00,192.168.33.142
108292,Auditório 4,30/09/2024,10:33:00,192.168.121.228
104078,0S02,21/11/2024,13:57:00,192.168.67.57
106093,Auditório 4,10/07/2024,20:57:00,192.168.160.195
108418,D1.01,04/09/2024,18:34:00,192.168.103.144
105678,0S01,06/09/2024,14:43:00,192.168.252.159
106388,Auditório 4,07/04/2025,10:33:00,192.168.60.156
108075,Auditório 1,24/06/2025,15:57:00,192.168.215.22
104426,AA3.26,21/02/2025,16:16:00,192.168.147.142
105104,D1.01,22/04/2025,12:55:00,192.168.33.131
109225,Auditório 4,11/10/2024,10:33:00,192.168.93.188
107398,C2.02,13/02/2025,12:55:00,192.168.101.77
102608,Auditório 1,03/04/2025,19:50:00,192.168.163.192
108754,B2.01,12/03/2025,09:47:00,192.168.71.251
103346,C2.02,22/10/2024,19:50:00,192.168.240.252
109953,C2.02,28/03/2025,12:55:00,192.168.185.35
100288,B2.02,19/03/2025,15:57:00,192.168.51.44
105334,D1.02,28/04/2025,18:34:00,192.168.98.42
101902,AA3.26,10/02/2025,10:33:00,192.168.10.196
100651,D1.01,27/09/2024,11:14:00,192.168.58.86
107284,AA3.28,11/11/2024,18:34:00,192.168.89.161
100463,0S02,13/12/2024,14:43:00,192.168.40.63
105359,Auditório 4,03/12/2024,10:33:00,192.168.190.212
103809,C2.02,13/02/2025,10:33:00,192.168.176.1
100804,C2.02,12/06/2025,19:50:00,192.168.143.191
109049,Auditório 4,08/07/2024,14:43:00,192.168.237.152
104646,Auditório 4,31/03/2025,17:50:00,192.168.64.156
104632,D1.02,27/08/2024,17:50:00,192.168.178.130
108345,C2.01,13/09/2024,20:57:00,192.168.135.77
106651,B2.02,12/09/2024,14:43:00,192.168.42.23
109294,AA3.26,06/12/2024,13:57:00,192.168.12.3
106651,0S02,09/08/2024,14:43:00,192.168.42.23
107761,0S02,20/02/2025,10:33:00,192.168.231.32
105304,0S02,16/07/2024,15:57:00,192.168.244.177
107126,D1.02,13/12/2024,12:55:00,192.168.65.216
109957,C2.01,21/08/2024,09:47:00,192.168.188.39
107427,C2.01,26/11/2024,12:55:00,192.168.75.245
106182,D1.01,02/07/2025,11:14:00,192.168.9.3
104387,D1.02,13/02/2025,15:57:00,192.168.20.93
108542,D1.02,10/12/2024,20:57:00,192.168.97.101
105334,B2.01,04/07/2024,12:55:00,192.168.98.42
101756,C2.02,01/04/2025,16:16:00,192.168.101.93
106377,C2.01,15/08/2024,10:33:00,192.168.194.173
103800,C2.02,24/03/2025,11:14:00,192.168.172.114
103857,0S02,04/09/2024,12:55:00,192.168.190.96
106720,0S02,25/11/2024,12:55:00,192.168.152.144
108596,C2.01,06/06/2025,17:50:00,192.168.55.52
100876,B2.01,07/10/2024,10:33:00,192.168.114.24
108917,0S02,19/03/2025,16:16:00,192.168.44.2
101809,Auditório 4,05/02/2025,08:19:00,192.168.247.149
102723,Auditório 1,18/09/2024,16:16:00,192.168.192.144
100049,Auditório 1,17/10/2024,13:57:00,192.168.60.233
101655,C2.01,28/11/2024,10:33:00,192.168.171.245
109038,B2.02,28/10/2024,11:14:00,192.168.244.90
100385,Auditório 4,18/03/2025,08:19:00,192.168.213.8
108346,Auditório 1,14/10/2024,17:50:00,192.168.86.158
100642,B2.01,03/04/2025,08:19:00,192.168.240.83
102980,0S02,26/02/2025,18:34:00,192.168.93.90
100414,AA3.26,06/02/2025,16:16:00,192.168.188.136
100509,C2.02,28/11/2024,10:33:00,192.168.190.246
100414,Auditório 4,12/02/2025,14:43:00,192.168.188.136
100963,D1.01,15/11/2024,12:55:00,192.168.214.101
106464,0S02,02/04/2025,14:43:00,192.168.224.94
104177,0S01,23/07/2024,13:57:00,192.168.192.190
104099,B2.01,12/11/2024,08:19:00,192.168.122.70
107805,D1.02,21/04/2025,16:16:00,192.168.104.86
107311,B2.02,30/06/2025,14:43:00,192.168.69.81
106670,AA3.26,03/03/2025,10:33:00,192.168.24.154
109300,D1.01,27/03/2025,09:47:00,192.168.73.201
108884,AA3.26,30/08/2024,20:57:00,192.168.105.6
108688,D1.02,30/10/2024,15:57:00,192.168.45.89
100791,B2.02,12/02/2025,09:47:00,192.168.135.84
103439,0S02,23/08/2024,17:50:00,192.168.200.212
104255,C2.01,19/09/2024,12:55:00,192.168.151.120
106070,0S01,19/07/2024,09:47:00,192.168.71.154
106957,C2.02,05/03/2025,14:43:00,192.168.167.104
101111,D1.02,19/09/2024,20:57:00,192.168.42.108
101734,D1.02,03/07/2024,20:57:00,192.168.127.21
102986,0S01,10/09/2024,09:47:00,192.168.47.92
102136,0S02,27/11/2024,11:14:00,192.168.88.155
108909,C2.01,31/10/2024,13:57:00,192.168.220.105
105636,B2.02,02/12/2024,13:57:00,192.168.77.238
100276,Auditório 1,27/09/2024,17:50:00,192.168.252.14
101036,D1.02,26/07/2024,17:50:00,192.168.243.198
109295,D1.02,05/05/2025,08:19:00,192.168.198.69
107524,0S01,31/03/2025,08:19:00,192.168.74.251
104632,0S02,17/06/2025,19:50:00,192.168.178.130
106425,C2.01,14/05/2025,08:19:00,192.168.87.198
107650,AA3.26,04/11/2024,11:14:00,192.168.94.14
105683,AA3.28,03/06/2025,10:33:00,192.168.229.175
109295,B2.01,01/08/2024,10:33:00,192.168.198.69
104381,0S01,12/09/2024,13:57:00,192.168.13.171
108596,AA3.26,14/03/2025,20:57:00,192.168.55.52
104905,B2.02,26/02/2025,17:50:00,192.168.105.216
101707,Auditório 4,28/02/2025,16:16:00,192.168.199.30
101911,Auditório 1,06/06/2025,17:50:00,192.168.197.84
101564,C2.01,04/11/2024,15:57:00,192.168.238.68
105266,C2.02,19/05/2025,09:47:00,192.168.231.215
106834,Auditório 4,08/05/2025,13:57:00,192.168.183.7
104715,AA3.26,22/10/2024,11:14:00,192.168.123.193
100256,Auditório 1,27/05/2025,17:50:00,192.168.4.211
101270,D1.02,13/02/2025,18:34:00,192.168.17.75
107301,0S01,29/11/2024,20:57:00,192.168.97.231
101617,D1.01,10/04/2025,15:57:00,192.168.20.105
100256,0S01,06/11/2024,13:57:00,192.168.4.211
102299,AA3.26,07/05/2025,11:14:00,192.168.132.178
102607,0S02,26/11/2024,12:55:00,192.168.47.121
100276,D1.01,04/06/2025,15:57:00,192.168.252.14
106720,D1.01,08/05/2025,20:57:00,192.168.152.144
101570,D1.01,20/03/2025,10:33:00,192.168.241.240
103618,AA3.28,15/04/2025,09:47:00,192.168.112.170
109957,B2.01,27/11/2024,18:34:00,192.168.188.39
105629,AA3.26,19/05/2025,15:57:00,192.168.116.237
101404,AA3.28,31/10/2024,08:19:00,192.168.171.168
102818,0S01,05/02/2025,08:19:00,192.168.168.177
108061,0S02,10/04/2025,13:57:00,192.168.15.235
104255,C2.02,16/08/2024,09:47:00,192.168.151.120
106787,AA3.28,02/06/2025,11:14:00,192.168.85.123
106787,B2.01,14/10/2024,11:14:00,192.168.85.123
104892,D1.02,02/07/2024,20:57:00,192.168.150.222
108329,B2.01,08/11/2024,12:55:00,192.168.191.240
104049,0S01,30/07/2024,20:57:00,192.168.239.222
